frame_id,lm_0_x,lm_0_y,lm_0_z,lm_0_vis,lm_1_x,lm_1_y,lm_1_z,lm_1_vis,lm_2_x,lm_2_y,lm_2_z,lm_2_vis,lm_3_x,lm_3_y,lm_3_z,lm_3_vis,lm_4_x,lm_4_y,lm_4_z,lm_4_vis,lm_5_x,lm_5_y,lm_5_z,lm_5_vis,lm_6_x,lm_6_y,lm_6_z,lm_6_vis,lm_7_x,lm_7_y,lm_7_z,lm_7_vis,lm_8_x,lm_8_y,lm_8_z,lm_8_vis,lm_9_x,lm_9_y,lm_9_z,lm_9_vis,lm_10_x,lm_10_y,lm_10_z,lm_10_vis,lm_11_x,lm_11_y,lm_11_z,lm_11_vis,lm_12_x,lm_12_y,lm_12_z,lm_12_vis,lm_13_x,lm_13_y,lm_13_z,lm_13_vis,lm_14_x,lm_14_y,lm_14_z,lm_14_vis,lm_15_x,lm_15_y,lm_15_z,lm_15_vis,lm_16_x,lm_16_y,lm_16_z,lm_16_vis,lm_17_x,lm_17_y,lm_17_z,lm_17_vis,lm_18_x,lm_18_y,lm_18_z,lm_18_vis,lm_19_x,lm_19_y,lm_19_z,lm_19_vis,lm_20_x,lm_20_y,lm_20_z,lm_20_vis,lm_21_x,lm_21_y,lm_21_z,lm_21_vis,lm_22_x,lm_22_y,lm_22_z,lm_22_vis,lm_23_x,lm_23_y,lm_23_z,lm_23_vis,lm_24_x,lm_24_y,lm_24_z,lm_24_vis,lm_25_x,lm_25_y,lm_25_z,lm_25_vis,lm_26_x,lm_26_y,lm_26_z,lm_26_vis,lm_27_x,lm_27_y,lm_27_z,lm_27_vis,lm_28_x,lm_28_y,lm_28_z,lm_28_vis,lm_29_x,lm_29_y,lm_29_z,lm_29_vis,lm_30_x,lm_30_y,lm_30_z,lm_30_vis,lm_31_x,lm_31_y,lm_31_z,lm_31_vis,lm_32_x,lm_32_y,lm_32_z,lm_32_vis,rep_label
14,0.5146504640579224,0.22556346654891968,-0.2037280946969986,0.9999762773513794,0.5248410105705261,0.20710007846355438,-0.18775925040245056,0.9999426603317261,0.5301244854927063,0.20719294250011444,-0.18791602551937103,0.999947190284729,0.5358996391296387,0.20788919925689697,-0.18806667625904083,0.9999493360519409,0.5138026475906372,0.2071586549282074,-0.1743437796831131,0.9999206066131592,0.5106682181358337,0.20750313997268677,-0.17429417371749878,0.999911367893219,0.5071617364883423,0.20781350135803223,-0.17427277565002441,0.9998956322669983,0.548700213432312,0.22441533207893372,-0.0912918820977211,0.9999592900276184,0.509125292301178,0.223244309425354,-0.029139366000890732,0.9998573064804077,0.5221684575080872,0.2536657154560089,-0.1698758751153946,0.9999917149543762,0.5103167295455933,0.2531050741672516,-0.1517682522535324,0.9999808073043823,0.5956087708473206,0.3644271194934845,-0.07643153518438339,0.9999645352363586,0.4715988039970398,0.36774754524230957,0.0739375501871109,0.9998301863670349,0.6691105365753174,0.4133877158164978,-0.18039138615131378,0.997581958770752,0.396064430475235,0.4211216866970062,0.15664643049240112,0.9696255922317505,0.7258132696151733,0.4714493751525879,-0.38004571199417114,0.9858129024505615,0.33513638377189636,0.47361814975738525,0.09409082680940628,0.9551867246627808,0.7465885281562805,0.49425604939460754,-0.4200350046157837,0.9694561958312988,0.3173121213912964,0.4988269805908203,0.08970141410827637,0.928977906703949,0.7444658875465393,0.4940550923347473,-0.4494416415691376,0.9716722965240479,0.3202044367790222,0.4989992082118988,0.05114883556962013,0.9368882179260254,0.7338504791259766,0.487906813621521,-0.3964526057243347,0.9680254459381104,0.3277558982372284,0.4925421476364136,0.07495800405740738,0.9364657402038574,0.5615107417106628,0.6886813640594482,-0.038845572620630264,0.9987713098526001,0.49446946382522583,0.6872620582580566,0.03901898115873337,0.9981054067611694,0.5662240386009216,0.936922550201416,-0.12344076484441757,0.9272081851959229,0.5031049251556396,0.9282398223876953,-0.0013157841749489307,0.9208464026451111,0.5645462870597839,1.1205084323883057,0.1313410997390747,0.6219735145568848,0.5111812949180603,1.1055845022201538,0.2886200249195099,0.5519448518753052,0.5628451704978943,1.1436892747879028,0.14965194463729858,0.40322989225387573,0.5170907974243164,1.1240936517715454,0.3135588765144348,0.3991006016731262,0.5638559460639954,1.1968389749526978,0.025358017534017563,0.470998615026474,0.5019025802612305,1.175849199295044,0.2044900357723236,0.4685377776622772,Incorrect
15,0.514055073261261,0.2268671989440918,-0.21502161026000977,0.9999780654907227,0.5242494940757751,0.2082836627960205,-0.19944562017917633,0.999947190284729,0.5295363664627075,0.20845910906791687,-0.19959202408790588,0.9999514222145081,0.535345196723938,0.20914211869239807,-0.19972942769527435,0.9999532699584961,0.5134037733078003,0.20805643498897552,-0.18654577434062958,0.9999269843101501,0.5103270411491394,0.20827695727348328,-0.18650057911872864,0.9999184012413025,0.5068895220756531,0.20844261348247528,-0.1864946186542511,0.999903678894043,0.5486135482788086,0.22578172385692596,-0.09964389353990555,0.9999626874923706,0.5090850591659546,0.22337399423122406,-0.03852706775069237,0.9998700618743896,0.5209885835647583,0.2547033131122589,-0.1794670969247818,0.9999922513961792,0.5096974968910217,0.2539243996143341,-0.16179734468460083,0.9999819993972778,0.5952459573745728,0.3603023290634155,-0.07785113900899887,0.9999657869338989,0.47118571400642395,0.3650735020637512,0.06466503441333771,0.999833881855011,0.6697771549224854,0.39908158779144287,-0.23519693315029144,0.9977239370346069,0.3927832245826721,0.40735211968421936,0.1051938533782959,0.9721130132675171,0.7250815033912659,0.44209811091423035,-0.5041748285293579,0.9867753982543945,0.32862383127212524,0.45162367820739746,-0.01165773905813694,0.9592341780662537,0.7458478808403015,0.45865076780319214,-0.5511511564254761,0.9710566997528076,0.3078994154930115,0.4741175174713135,-0.02571713551878929,0.9348782896995544,0.7417207360267639,0.4534653127193451,-0.5771453976631165,0.9732434153556824,0.31133002042770386,0.47194230556488037,-0.06144286319613457,0.9421696662902832,0.7297379970550537,0.4501650631427765,-0.5212131142616272,0.9700427055358887,0.31995904445648193,0.4664161503314972,-0.03082115203142166,0.9418438673019409,0.5610423684120178,0.6898444890975952,-0.03974537551403046,0.9987698197364807,0.4936845898628235,0.688646674156189,0.039927974343299866,0.998077392578125,0.5658422112464905,0.943616509437561,-0.13023988902568817,0.9249929189682007,0.5023205280303955,0.9342004656791687,0.01617830991744995,0.9166689515113831,0.5651664137840271,1.130915880203247,0.10704363137483597,0.6043345332145691,0.5087299942970276,1.1085160970687866,0.31649425625801086,0.529640257358551,0.5637531876564026,1.1546050310134888,0.12319931387901306,0.3873974084854126,0.5154858827590942,1.1273839473724365,0.3420409560203552,0.3849840760231018,0.5639098882675171,1.21150803565979,-0.010498135350644588,0.4469163417816162,0.49849197268486023,1.1810015439987183,0.22877179086208344,0.4458164870738983,Incorrect
16,0.513566792011261,0.22704587876796722,-0.21065859496593475,0.9999788999557495,0.5237531661987305,0.20869331061840057,-0.19554761052131653,0.9999479651451111,0.5290600061416626,0.20899102091789246,-0.19567576050758362,0.9999525547027588,0.5349191427230835,0.2097383439540863,-0.195785254240036,0.9999535083770752,0.5129871368408203,0.20825636386871338,-0.1830548793077469,0.9999297857284546,0.5099226236343384,0.20842692255973816,-0.1830168217420578,0.999921441078186,0.50654536485672,0.20854979753494263,-0.18302175402641296,0.9999065399169922,0.548513650894165,0.2265617996454239,-0.09944383800029755,0.999963104724884,0.5088829398155212,0.22340616583824158,-0.04056475684046745,0.9998785853385925,0.5201882719993591,0.2549368739128113,-0.17650024592876434,0.9999916553497314,0.5091043710708618,0.2540372908115387,-0.15936188399791718,0.9999810457229614,0.5941815376281738,0.3574441969394684,-0.07775647193193436,0.9999598264694214,0.4706355333328247,0.3623395264148712,0.053073037415742874,0.9998282194137573,0.6699795722961426,0.3797382414340973,-0.21424664556980133,0.997822642326355,0.3871116638183594,0.39398735761642456,0.10468590259552002,0.9746299386024475,0.7296379804611206,0.4060521423816681,-0.44252416491508484,0.9874952435493469,0.3173893094062805,0.4377478361129761,0.024295508861541748,0.9629567265510559,0.7513885498046875,0.4244464337825775,-0.4833948314189911,0.9719391465187073,0.29517433047294617,0.46371379494667053,0.017456337809562683,0.9401694536209106,0.7486386299133301,0.41998291015625,-0.5097863078117371,0.9741416573524475,0.29872164130210876,0.4608652889728546,-0.02404121868312359,0.9469251036643982,0.7376806139945984,0.41492196917533875,-0.45950087904930115,0.9715439677238464,0.30772265791893005,0.45441505312919617,0.00347339385189116,0.9467396140098572,0.5608509182929993,0.6907991170883179,-0.03828912973403931,0.998684287071228,0.49332061409950256,0.6896687150001526,0.03844911977648735,0.9979565739631653,0.5656540989875793,0.9457092881202698,-0.12317920476198196,0.9214181900024414,0.5019587278366089,0.9361390471458435,0.022210612893104553,0.913548469543457,0.5652344822883606,1.1343696117401123,0.10377799719572067,0.5811063647270203,0.5078372955322266,1.114874243736267,0.3072051703929901,0.5070748925209045,0.563585638999939,1.1586861610412598,0.1188061386346817,0.372935026884079,0.5149372816085815,1.1345186233520508,0.33121156692504883,0.3697916567325592,0.5642738342285156,1.213465690612793,-0.009413547813892365,0.4235471189022064,0.49659982323646545,1.1864006519317627,0.21910156309604645,0.42310795187950134,Incorrect
17,0.5131118297576904,0.22727228701114655,-0.22415362298488617,0.9999791979789734,0.523276150226593,0.2089659720659256,-0.20895977318286896,0.999947726726532,0.5286067128181458,0.20935583114624023,-0.20905567705631256,0.9999528527259827,0.5344974994659424,0.21018382906913757,-0.20917059481143951,0.9999523758888245,0.5124031901359558,0.20839479565620422,-0.19591717422008514,0.9999311566352844,0.5092637538909912,0.20852354168891907,-0.19588428735733032,0.9999232888221741,0.5059239864349365,0.20861850678920746,-0.1958726942539215,0.9999082684516907,0.54830002784729,0.22739848494529724,-0.10871639102697372,0.9999631643295288,0.5082764029502869,0.22339880466461182,-0.047219254076480865,0.9998865127563477,0.5197245478630066,0.2552119493484497,-0.18862983584403992,0.999990701675415,0.5085005760192871,0.2541390061378479,-0.1706998348236084,0.999979555606842,0.5929287075996399,0.3553752899169922,-0.08151162415742874,0.9999462962150574,0.47021499276161194,0.359895259141922,0.04978185147047043,0.9998024106025696,0.670425534248352,0.36314934492111206,-0.21171808242797852,0.9979202151298523,0.38653701543807983,0.37872132658958435,0.1090373620390892,0.9768118262290955,0.7361245155334473,0.381795734167099,-0.4226270616054535,0.988138735294342,0.3183149993419647,0.4096043109893799,0.05532662570476532,0.9661960601806641,0.7606449127197266,0.39133939146995544,-0.4621114730834961,0.9724572896957397,0.2945520579814911,0.42845699191093445,0.05194195359945297,0.9445621967315674,0.756638765335083,0.3820922374725342,-0.4901191294193268,0.9747114181518555,0.29760631918907166,0.42646366357803345,0.013628345914185047,0.9508688449859619,0.7451550364494324,0.3819044828414917,-0.4409816861152649,0.9727426171302795,0.30736181139945984,0.42267748713493347,0.03602878749370575,0.9508677124977112,0.5609033107757568,0.691627562046051,-0.03778538107872009,0.9985629320144653,0.49334537982940674,0.6909264326095581,0.03793259710073471,0.9978172183036804,0.5656091570854187,0.9482771754264832,-0.13132570683956146,0.9187056422233582,0.5020402669906616,0.9402271509170532,0.02204529382288456,0.9095032215118408,0.5644074082374573,1.1380329132080078,0.10869713127613068,0.5597438812255859,0.5079801082611084,1.1220743656158447,0.3086036741733551,0.48763495683670044,0.5619902014732361,1.1617132425308228,0.12499945610761642,0.3604290783405304,0.5150670409202576,1.142262578010559,0.3325227200984955,0.35622891783714294,0.5643289685249329,1.2179827690124512,-0.005588147789239883,0.4032813310623169,0.4968849718570709,1.1930204629898071,0.21565668284893036,0.4034377634525299,Incorrect
18,0.5125786662101746,0.22744034230709076,-0.23337645828723907,0.9999802112579346,0.5226503610610962,0.20910032093524933,-0.2187284529209137,0.9999501705169678,0.5279893279075623,0.20953959226608276,-0.21882061660289764,0.9999552369117737,0.5338823199272156,0.21039971709251404,-0.21894221007823944,0.9999541640281677,0.5117275714874268,0.20845927298069,-0.20519067347049713,0.9999347925186157,0.5085221529006958,0.2085629105567932,-0.2051732987165451,0.999927282333374,0.5052200555801392,0.20864298939704895,-0.20515267550945282,0.999912440776825,0.5479429364204407,0.22774586081504822,-0.11860615015029907,0.9999651312828064,0.5076300501823425,0.22339463233947754,-0.05434049665927887,0.9998952150344849,0.5192827582359314,0.2553541660308838,-0.19785676896572113,0.999990701675415,0.5079377293586731,0.2541835606098175,-0.17924842238426208,0.9999796748161316,0.592605710029602,0.35351043939590454,-0.09239082038402557,0.9999381303787231,0.46936747431755066,0.35878902673721313,0.0353221669793129,0.9997771978378296,0.6692824363708496,0.3510267734527588,-0.24998913705348969,0.9979990124702454,0.38430896401405334,0.3677554726600647,0.07327429205179214,0.9786922335624695,0.7417306303977966,0.3638543486595154,-0.4921550452709198,0.9888431429862976,0.316760778427124,0.3910258114337921,0.024483762681484222,0.9690160751342773,0.768984854221344,0.36872220039367676,-0.5376049280166626,0.9736100435256958,0.292398065328598,0.4069744646549225,-0.007630869746208191,0.948375403881073,0.7657108902931213,0.3603688180446625,-0.5660578608512878,0.9758434891700745,0.2954551875591278,0.40508413314819336,-0.04797135666012764,0.9542868137359619,0.75568026304245,0.3608721196651459,-0.5122145414352417,0.9742927551269531,0.3056376874446869,0.40139448642730713,0.0049086823128163815,0.9544774889945984,0.560906171798706,0.6921537518501282,-0.038270819932222366,0.9985544085502625,0.4932900071144104,0.6922067999839783,0.03842548653483391,0.9977837204933167,0.5654944777488708,0.9499680995941162,-0.13961848616600037,0.9165236353874207,0.5014588236808777,0.9431602358818054,0.03911430761218071,0.9039985537528992,0.5643908977508545,1.1401574611663818,0.09108254313468933,0.5430355668067932,0.5065451264381409,1.1224397420883179,0.331093966960907,0.4681399166584015,0.5618193745613098,1.1640329360961914,0.10601440817117691,0.34970802068710327,0.5142149925231934,1.1437325477600098,0.3553265631198883,0.3429500162601471,0.5648012161254883,1.220996379852295,-0.031582869589328766,0.38551977276802063,0.49435150623321533,1.1936289072036743,0.23433835804462433,0.3845568895339966,Incorrect
19,0.5119249224662781,0.22759857773780823,-0.24267275631427765,0.9999816417694092,0.5218729376792908,0.20912030339241028,-0.22872284054756165,0.9999538064002991,0.5272423028945923,0.20958487689495087,-0.22881676256656647,0.9999586343765259,0.5331048965454102,0.21046829223632812,-0.22892272472381592,0.9999573826789856,0.5109254121780396,0.2084541618824005,-0.2142583280801773,0.9999396204948425,0.5076621174812317,0.2085517942905426,-0.21424265205860138,0.999932587146759,0.5044029951095581,0.20863398909568787,-0.2142319232225418,0.9999184608459473,0.5475460290908813,0.22783111035823822,-0.12971478700637817,0.9999678134918213,0.5069214701652527,0.22313643991947174,-0.06058265641331673,0.9999043345451355,0.5187952518463135,0.25545772910118103,-0.20785148441791534,0.9999911785125732,0.5073031783103943,0.25422120094299316,-0.18790173530578613,0.999980628490448,0.5922831892967224,0.35130575299263,-0.10354755073785782,0.9999338984489441,0.468904972076416,0.356481671333313,0.02923933044075966,0.9997594952583313,0.6712946891784668,0.3358656167984009,-0.2913492023944855,0.9981228113174438,0.3854922950267792,0.35927054286003113,0.06109083816409111,0.9804837107658386,0.7457575798034668,0.3333134055137634,-0.5627014636993408,0.9897121787071228,0.31835201382637024,0.3717566132545471,-0.009244593791663647,0.9717615842819214,0.770378828048706,0.3384670913219452,-0.6103127002716064,0.9753413200378418,0.29344168305397034,0.3820003569126129,-0.03188123181462288,0.952322781085968,0.7659202814102173,0.3284531533718109,-0.6390671133995056,0.9774689078330994,0.2963828146457672,0.3798949420452118,-0.06812401115894318,0.9577727913856506,0.756680428981781,0.3289523720741272,-0.5832387208938599,0.9761953353881836,0.3062540292739868,0.3777157962322235,-0.030692685395479202,0.9580672979354858,0.5608659386634827,0.6935365796089172,-0.03798741474747658,0.9985830187797546,0.493265837430954,0.6938339471817017,0.03814012184739113,0.9978228211402893,0.5654459595680237,0.9541507363319397,-0.137117400765419,0.9153897166252136,0.5013686418533325,0.9479770660400391,0.03645024821162224,0.9028313159942627,0.5636672973632812,1.1406614780426025,0.09621841460466385,0.5310212969779968,0.5058908462524414,1.1279189586639404,0.3227088749408722,0.45588168501853943,0.5606375932693481,1.1646925210952759,0.11141253262758255,0.3428182601928711,0.5139645934104919,1.1497902870178223,0.3461633324623108,0.333657443523407,0.5648996233940125,1.2216110229492188,-0.025665530934929848,0.3712315857410431,0.49400243163108826,1.2012532949447632,0.22397436201572418,0.3702954053878784,Incorrect
20,0.5114354491233826,0.22758738696575165,-0.25081706047058105,0.9999827146530151,0.5214806199073792,0.2089831382036209,-0.2360309362411499,0.9999568462371826,0.5268864035606384,0.2094753235578537,-0.23612235486507416,0.9999613761901855,0.5327462553977966,0.21037358045578003,-0.23620401322841644,0.9999598860740662,0.5104346871376038,0.208283469080925,-0.221700057387352,0.9999436736106873,0.5071147680282593,0.20835761725902557,-0.22168530523777008,0.9999368786811829,0.5038098096847534,0.20841455459594727,-0.22168418765068054,0.9999232888221741,0.5472936630249023,0.2277681976556778,-0.13359110057353973,0.9999698400497437,0.5062810778617859,0.2225833535194397,-0.06506791710853577,0.9999121427536011,0.5184392929077148,0.25543826818466187,-0.21475550532341003,0.9999914765357971,0.5067052245140076,0.254189133644104,-0.19504570960998535,0.9999814033508301,0.5918297171592712,0.35009729862213135,-0.10694025456905365,0.9999229907989502,0.4682835340499878,0.3531576991081238,0.028683941811323166,0.9997386932373047,0.6712120175361633,0.3247341513633728,-0.31777679920196533,0.9982315301895142,0.38327285647392273,0.3532189726829529,0.059774819761514664,0.982178807258606,0.7399323582649231,0.3063165843486786,-0.6091322898864746,0.9904493093490601,0.3136325478553772,0.35867369174957275,-0.022528259083628654,0.9742470383644104,0.7636662125587463,0.3088909089565277,-0.6585986614227295,0.9766758680343628,0.28949132561683655,0.3682257831096649,-0.03657211363315582,0.9557721614837646,0.7571752667427063,0.2987365126609802,-0.6784464716911316,0.978706955909729,0.292906254529953,0.36527881026268005,-0.0704193040728569,0.9608160257339478,0.7474969029426575,0.30062660574913025,-0.6262902021408081,0.9777097702026367,0.30233556032180786,0.3636432886123657,-0.04262124001979828,0.9612208008766174,0.5605666637420654,0.6951615214347839,-0.03883161395788193,0.9985697269439697,0.49314284324645996,0.6950778365135193,0.03897577151656151,0.9977734088897705,0.5654228329658508,0.9560609459877014,-0.1401710957288742,0.9114946722984314,0.5008722543716431,0.9486483931541443,0.03594892472028732,0.899726390838623,0.5636990666389465,1.1418125629425049,0.10030829906463623,0.5150372982025146,0.5035091042518616,1.1326640844345093,0.31551674008369446,0.4422726333141327,0.5608162879943848,1.1656701564788818,0.11644838750362396,0.3344316780567169,0.5117619037628174,1.1548551321029663,0.33875495195388794,0.32592663168907166,0.5670562982559204,1.221550464630127,-0.016841936856508255,0.35433143377304077,0.4926328659057617,1.2068880796432495,0.21905077993869781,0.35559844970703125,Incorrect
21,0.5109384655952454,0.22737544775009155,-0.2504701614379883,0.9999839067459106,0.5210853815078735,0.2084358036518097,-0.2335256189107895,0.9999598860740662,0.5265232920646667,0.2089678794145584,-0.233629047870636,0.9999641180038452,0.5323935151100159,0.20986266434192657,-0.2337215393781662,0.9999625086784363,0.5099542737007141,0.20767392218112946,-0.22070856392383575,0.9999477863311768,0.5065880417823792,0.20773661136627197,-0.22069963812828064,0.9999412894248962,0.5032239556312561,0.20778241753578186,-0.2207046002149582,0.9999284744262695,0.5470503568649292,0.22728635370731354,-0.12731026113033295,0.9999718070030212,0.5055592060089111,0.22148489952087402,-0.06518686562776566,0.9999196529388428,0.5180696249008179,0.2551771402359009,-0.2127065360546112,0.9999916553497314,0.5062441229820251,0.2539534866809845,-0.19534838199615479,0.9999821186065674,0.591561496257782,0.34913262724876404,-0.0964985340833664,0.9999133944511414,0.4679797291755676,0.34940075874328613,0.02755059488117695,0.9997071027755737,0.6716569066047668,0.3121677339076996,-0.270416796207428,0.9983484148979187,0.3826841115951538,0.3362672030925751,0.060136545449495316,0.9837282299995422,0.7432937622070312,0.28375929594039917,-0.5195459127426147,0.9912338852882385,0.31549498438835144,0.33704861998558044,-0.013998816721141338,0.9763124585151672,0.7669655680656433,0.2784941494464874,-0.5648401379585266,0.978248655796051,0.2903234660625458,0.34040573239326477,-0.022209210321307182,0.958114743232727,0.7611842751502991,0.2691655158996582,-0.5901546478271484,0.9801459312438965,0.29394111037254333,0.3372275233268738,-0.05021168664097786,0.9628329873085022,0.7513003349304199,0.27357375621795654,-0.5377393364906311,0.9793360829353333,0.30374276638031006,0.338284969329834,-0.030539734289050102,0.963492751121521,0.560296893119812,0.6965426206588745,-0.03458147868514061,0.9985557198524475,0.49310439825057983,0.6958967447280884,0.03473304212093353,0.9977693557739258,0.5654211640357971,0.9571394920349121,-0.1351477950811386,0.9092790484428406,0.5003749132156372,0.9505655169487,0.014692036435008049,0.897790253162384,0.5648092031478882,1.1419707536697388,0.10627292096614838,0.494041383266449,0.49962183833122253,1.134624719619751,0.30561020970344543,0.42173004150390625,0.561927080154419,1.1668888330459595,0.12260424345731735,0.327274888753891,0.5066521167755127,1.1554734706878662,0.33045777678489685,0.3112364411354065,0.5712202191352844,1.218959093093872,-0.01072188001126051,0.3363969326019287,0.49125123023986816,1.2077603340148926,0.21026837825775146,0.3349434733390808,Incorrect
22,0.5106340646743774,0.22621119022369385,-0.2529330551624298,0.9999852776527405,0.5207530856132507,0.2069195955991745,-0.23421888053417206,0.9999635219573975,0.5261721611022949,0.20748686790466309,-0.2343124896287918,0.9999673366546631,0.5320013165473938,0.20832286775112152,-0.23440253734588623,0.9999657869338989,0.5096573233604431,0.20608972012996674,-0.22458288073539734,0.9999525547027588,0.5062993764877319,0.20606771111488342,-0.2246168553829193,0.999946653842926,0.5028957724571228,0.2060457170009613,-0.22462712228298187,0.9999347925186157,0.5465623140335083,0.22560282051563263,-0.12075042724609375,0.9999743700027466,0.5050260424613953,0.21969939768314362,-0.0748063251376152,0.9999273419380188,0.5177806615829468,0.254006564617157,-0.21213741600513458,0.999992311000824,0.5059219598770142,0.25261351466178894,-0.1995285600423813,0.999983549118042,0.590753436088562,0.3488377630710602,-0.08932974934577942,0.999910831451416,0.4680342972278595,0.34862780570983887,-0.0057375733740627766,0.9997069239616394,0.6709326505661011,0.3042096793651581,-0.2972467541694641,0.998418390750885,0.38477012515068054,0.3287419378757477,-0.10227067023515701,0.9849525690078735,0.7418392300605774,0.2660687565803528,-0.5866968035697937,0.9920182824134827,0.3191770911216736,0.32228586077690125,-0.30480706691741943,0.9782395362854004,0.7655569911003113,0.2596725523471832,-0.636756181716919,0.9801307320594788,0.29584261775016785,0.3261829614639282,-0.3281904458999634,0.9610022902488708,0.7614917755126953,0.251614511013031,-0.6569448709487915,0.981865644454956,0.2993756830692291,0.3227992653846741,-0.35012486577033997,0.9653544425964355,0.7523162364959717,0.25564831495285034,-0.6040101051330566,0.9811397790908813,0.30903536081314087,0.3243357241153717,-0.32093772292137146,0.9661164283752441,0.5600927472114563,0.6991416811943054,-0.022181972861289978,0.9986728429794312,0.4929952025413513,0.6981987953186035,0.02228526584804058,0.9979491829872131,0.5654214024543762,0.9580747485160828,-0.1102311983704567,0.9066288471221924,0.4997854232788086,0.9512178897857666,-0.008223513141274452,0.8953340649604797,0.5661529898643494,1.1422154903411865,0.16264382004737854,0.4616355895996094,0.4979517161846161,1.1408820152282715,0.2903631031513214,0.39242708683013916,0.5639802813529968,1.1671056747436523,0.18313635885715485,0.3108668327331543,0.5036033391952515,1.160735011100769,0.31591206789016724,0.287992924451828,0.5718666315078735,1.2173973321914673,0.05774238705635071,0.3132658302783966,0.4918784499168396,1.2143266201019287,0.18921557068824768,0.3089039921760559,Incorrect
23,0.5101092457771301,0.22534167766571045,-0.28142648935317993,0.9999858736991882,0.5201604962348938,0.2055296003818512,-0.26199063658714294,0.9999653100967407,0.525593101978302,0.20615367591381073,-0.26209592819213867,0.9999690055847168,0.5314364433288574,0.2070627361536026,-0.2621923089027405,0.9999667406082153,0.5090257525444031,0.2046169936656952,-0.25194835662841797,0.9999551177024841,0.5056073069572449,0.204581156373024,-0.2519826591014862,0.9999496936798096,0.5021877288818359,0.20453417301177979,-0.2520119845867157,0.9999383091926575,0.5461570024490356,0.2248387336730957,-0.14377260208129883,0.999975323677063,0.5041429400444031,0.218185693025589,-0.09964977204799652,0.9999334812164307,0.5171982049942017,0.2532392144203186,-0.2400769740343094,0.9999920129776001,0.50531405210495,0.25193050503730774,-0.22735130786895752,0.9999836087226868,0.5896963477134705,0.347676545381546,-0.10924708098173141,0.9998790621757507,0.46808308362960815,0.3471643328666687,-0.018291989341378212,0.9996421933174133,0.668754518032074,0.2942420244216919,-0.2939138412475586,0.9984027743339539,0.385509192943573,0.32180747389793396,-0.03914196044206619,0.985912561416626,0.7408846616744995,0.24711889028549194,-0.5529822707176208,0.9925386309623718,0.3207276463508606,0.30905359983444214,-0.009916670620441437,0.9796484112739563,0.765313982963562,0.2367793321609497,-0.5977147221565247,0.981097400188446,0.29459863901138306,0.3092656433582306,-0.005540946032851934,0.9623320698738098,0.763850748538971,0.2293720841407776,-0.6244797110557556,0.9827708601951599,0.29870110750198364,0.3033457398414612,-0.027658382430672646,0.9664482474327087,0.7547511458396912,0.23471343517303467,-0.5734636187553406,0.982190728187561,0.3084392547607422,0.3051382005214691,-0.021167898550629616,0.9675209522247314,0.5599460601806641,0.6996629238128662,-0.0234533604234457,0.9986932873725891,0.49286940693855286,0.6990410089492798,0.02355927601456642,0.9980109333992004,0.5654286742210388,0.9562437534332275,-0.10898420959711075,0.9013765454292297,0.49881643056869507,0.9498376846313477,-0.0035344723146408796,0.8889238238334656,0.5663836002349854,1.124937653541565,0.20032069087028503,0.43622711300849915,0.4974283277988434,1.1365690231323242,0.31594860553741455,0.3713073432445526,0.5642966628074646,1.1456633806228638,0.22548411786556244,0.30247974395751953,0.5026901364326477,1.1599488258361816,0.3444543778896332,0.2728595435619354,0.5717851519584656,1.1989797353744507,0.10890906304121017,0.2963813841342926,0.49230092763900757,1.2136545181274414,0.22010645270347595,0.2893001139163971,Incorrect
